Role,Index,Pose Index,Structure,Protein,MW(Molecular Weight) Unit Dalton,#Atoms,SlogP,TPSA,Flexibility,#RB,LF Rank Score,LF dG,LF VSscore,LF LE,tPSA,Hacc,Hdon,logSw,Library,MW_FREE,PC1,PC2
chembridge-fragment-library-part1-exp-2024-06,18374,1,Fc1ccccc1/C=C/2C(=O)N(c3ccccc3)C(=O)N2,6TBE_P,282.3,21,3.2,49.4,0.6,2,-7.455,-5.052,-6.323,-0.241,49.4,2.0,1.0,-3.33,ExpressPick,282,1.5533858922334365,-1.1710019350818388
chembridge-fragment-library-part1-exp-2024-06,9720,1,O=C1C(Cc2ccc(O)cc2)=CNC(=O)N1,6TBE_P,218.2,16,0.6,78.4,2.5,3,-7.454,-5.813,-6.868,-0.363,86.0,3.0,3.0,-1.76,ExpressPick,218,-0.3645299266363568,2.9853416677988536
chembridge-fragment-library-part1-exp-2024-06,20400,1,Brc1cccc2c1nc(cc2Nc3cccc(O)c3)C,6TBE_P,329.2,20,4.8,45.1,1.0,3,-7.454,-6.545,-7.237,-0.327,45.2,2.0,2.0,-2.46,ExpressPick,329,2.6082929197665066,-1.6637830540137524
chembridge-fragment-library-part1-exp-2024-06,21500,1,Clc1cccc(F)c1CC(=O)Nc2ncccn2,6TBE_P,265.7,18,2.7,54.9,2.3,3,-7.451,-6.656,-7.432,-0.37,54.9,3.0,1.0,-2.52,ExpressPick,266,1.0950751168592971,-0.0230124156839579
chembridge-fragment-library-part1-exp-2024-06,27232,1,O[C@@H](c1cc(N)ccc1N2CCOCC2)c3ccccc3,6TBE_P,284.4,21,2.6,58.7,4.2,4,-7.451,-7.167,-8.119,-0.341,58.7,2.0,2.0,-2.17,ExpressPick,284,1.880257396980727,0.08885402009657249
chembridge-fragment-library-part1-exp-2024-06,11414,1,O=C1c2c([nH]c(SCc3ccccc3)n2)N=CN1,6TBE_P,258.3,18,2.1,70.1,3.0,3,-7.45,-6.237,-6.926,-0.347,74.4,3.0,2.0,-2.21,ExpressPick,258,0.9606679264640107,1.328823170537782
chembridge-fragment-library-part1-exp-2024-06,12590,1,Oc1ccccc1CN2C[C@H]3C4=CC=CC(=O)N4C[C@H](C3)C2,6TBE_P,296.4,22,1.9,43.8,3.8,3,-7.446,-6.587,-7.404,-0.299,45.5,3.0,1.0,-2.14,ExpressPick,296,1.8818950101814518,-0.1000973765723957
chembridge-fragment-library-part2-cl-2024-06,8518,1,O[C@@H]1CNC[C@@]12[C@@H]([C@H]2c3ccccc3)CN,6TBE_P,218.3,16,0.7,58.3,3.5,4,-7.444,-6.107,-6.798,-0.382,58.3,3.0,3.0,0.172,1100,CORE,-0.35783129796699464,2.2924328305241897
chembridge-fragment-library-part2-cl-2024-06,2286,1,OCCN1CCc2c(n[nH]c2CC1)-c3ccccc3,6TBE_P,257.3,19,1.8,52.2,4.2,4,-7.438,-7.419,-7.532,-0.39,52.2,3.0,2.0,-2.12,1204,CORE,1.046282343415343,0.9109384449608807
chembridge-fragment-library-part1-exp-2024-06,7676,1,Brc1cc2c(/C(=N\O)C(=O)N2)cc1C,6TBE_P,255.1,14,2.0,61.7,0.8,1,-7.435,-6.802,-7.375,-0.486,61.7,3.0,1.0,-3.49,ExpressPick,255,-0.41085813428055756,0.5110715963169244
chembridge-fragment-library-part1-exp-2024-06,18206,1,Brc1cccc(NC(=O)C[C@H]2C(=O)NC(S2)=N)c1,6TBE_P,328.2,18,2.0,82.0,2.6,3,-7.428,-7.925,-8.494,-0.44,82.1,3.0,3.0,-2.98,ExpressPick,328,1.9119897076266585,2.167544770885378
chembridge-fragment-library-part1-exp-2024-06,7428,1,Brc1ccc2c(c3CCC/C(=N/CCO)c3[nH]2)c1,6TBE_P,307.2,18,3.5,48.4,3.7,3,-7.418,-7.608,-7.76,-0.423,48.4,2.0,2.0,-3.97,ExpressPick,307,1.534197127343932,-0.812172427969624
chembridge-fragment-library-part1-exp-2024-06,27724,1,O=C1[C@@H]2[C@@H]([C@H]3C=C[C@@H]2[C@H]4C[C@@H]34)C(=O)N1c5ccc(O)cc5,6TBE_P,281.3,21,1.8,57.6,2.3,2,-7.418,-5.863,-6.848,-0.279,57.6,3.0,1.0,-1.52,ExpressPick,281,1.414707851458635,0.4094255761981016
chembridge-fragment-library-part1-exp-2024-06,22302,1,Brc1ccc(s1)C(=O)Nc2ccc3c(OCO3)c2,6TBE_P,326.2,18,3.6,47.6,0.7,2,-7.409,-6.371,-7.023,-0.354,47.6,3.0,1.0,-4.09,ExpressPick,326,1.8546937741772542,-0.9202986434267763
chembridge-fragment-library-part1-exp-2024-06,28838,1,O=C(NCc1ccccn1)c2nc3ccccc3s2,6TBE_P,269.3,19,2.6,54.9,2.3,3,-7.403,-6.485,-7.42,-0.341,54.9,3.0,1.0,-1.9,ExpressPick,269,1.3074216491229829,0.010850216757731377
chembridge-fragment-library-part2-cl-2024-06,1174,1,Fc1ccccc1CCNC(=O)C2=CC(=O)C=C(O2)C,6TBE_P,275.3,20,2.0,55.4,3.3,4,-7.403,-6.258,-7.627,-0.313,59.3,3.0,1.0,-2.22,1101,CORE,1.593305216865599,0.3832410121348548
chembridge-fragment-library-part2-cl-2024-06,4074,1,O=C(N1Cc2ccsc2CC1)c3ccc4cn[nH]c4n3,6TBE_P,284.3,20,2.2,61.9,1.0,2,-7.403,-5.307,-6.288,-0.265,61.9,3.0,1.0,-1.83,1101,CORE,1.4351262236817799,0.3597163696441912
chembridge-fragment-library-part1-exp-2024-06,16196,1,Brc1ccccc1C(=O)NC(=S)Nc2ccccc2O,6TBE_P,351.2,20,3.4,61.4,1.5,5,-7.402,-8.132,-8.078,-0.407,61.4,2.0,3.0,-2.91,ExpressPick,351,2.993662090043824,0.22111593801360455
chembridge-fragment-library-part1-exp-2024-06,21942,1,Fc1ccccc1CSC=2NC(=O)C3=C(N2)CCC3,6TBE_P,276.3,19,3.3,41.5,3.0,3,-7.402,-7.421,-9.939,-0.391,45.8,2.0,1.0,-3.44,ExpressPick,276,1.2240188670047563,-1.4007607247994958
chembridge-fragment-library-part2-cl-2024-06,3294,1,Clc1ccc([C@H](NC(=O)c2cc(O)nc(c2)C)C)cc1,6TBE_P,290.7,20,3.3,62.2,2.8,4,-7.401,-7.076,-7.808,-0.354,62.2,3.0,2.0,-3.12,1101,CORE,2.282364642714077,0.41485981659014287
chembridge-fragment-library-part1-exp-2024-06,16172,1,Brc1ccccc1C(=O)NC(=S)Nc2ccc(cc2O)C,6TBE_P,365.2,21,3.7,61.4,1.5,5,-7.398,-8.087,-8.19,-0.385,61.4,2.0,3.0,-3.44,ExpressPick,365,3.4692557131082413,0.029259174301031168
chembridge-fragment-library-part1-exp-2024-06,19174,1,Brc1cncc(C(=O)NC(=S)Nc2c(cccn2)C)c1,6TBE_P,351.2,20,2.7,66.9,1.0,4,-7.397,-6.652,-7.47,-0.333,66.9,3.0,2.0,-3.92,ExpressPick,351,2.8834285905951917,0.7828848487041674
chembridge-fragment-library-part1-exp-2024-06,20284,1,Fc1ccc2c(sc(NC(=O)c3cnccc3)n2)c1,6TBE_P,273.3,19,3.4,54.9,0.5,2,-7.397,-6.175,-7.442,-0.325,54.9,3.0,1.0,-3.45,ExpressPick,273,1.4198403571199547,-0.4768738744577542
chembridge-fragment-library-part2-cl-2024-06,434,1,OC(=O)c1cccc(-c2cnc3cnccn32)c1,6TBE_P,239.2,18,2.1,67.5,0.5,3,-7.397,-5.705,-6.631,-0.317,67.5,4.0,1.0,-2.11,1109,CORE,0.9616539826480394,1.3434944131043158
chembridge-fragment-library-part1-exp-2024-06,11714,1,Fc1ccc(NC(=O)C=2C(Oc3ccccc3C2)=O)cc1,6TBE_P,283.3,21,3.0,55.4,0.5,2,-7.39,-5.185,-6.784,-0.247,59.3,3.0,1.0,-3.72,ExpressPick,283,1.8176763278849906,-0.2929853480528259
chembridge-fragment-library-part1-exp-2024-06,21538,1,Fc1cc(ccc1C(=O)Nc2cccc3cccnc32)C#N,6TBE_P,291.3,22,3.8,65.8,0.5,2,-7.386,-5.828,-7.453,-0.265,65.8,3.0,1.0,-3.73,ExpressPick,291,2.508703639468146,-0.3671201873639543
chembridge-fragment-library-part1-exp-2024-06,28198,1,Fc1cccc2c1ncc3C(=O)NNc32,6TBE_P,203.2,15,1.7,54.0,0.0,0,-7.386,-5.25,-8.631,-0.35,61.5,2.0,2.0,-2.07,ExpressPick,203,-1.5158532249202217,0.3383750193757759
chembridge-fragment-library-part1-exp-2024-06,10830,1,OCCN1CCN([C@H]2Cc3ccccc3CC2)CC1,6TBE_P,260.4,19,1.5,26.7,4.6,4,-7.385,-7.502,-7.93,-0.395,26.7,3.0,1.0,-1.06,ExpressPick,260,0.7044121470108915,-0.3295596926609835
chembridge-fragment-library-part1-exp-2024-06,15778,1,Brc1cccc(C(=O)C[C@@]2(O)c3ccccc3N(C2=O)C)c1,6TBE_P,360.2,22,3.3,57.6,3.3,4,-7.385,-6.809,-7.568,-0.31,57.6,3.0,1.0,-4.38,ExpressPick,360,3.509430353988088,-0.38719739577388246
chembridge-fragment-library-part1-exp-2024-06,17618,1,Brc1ccccc1C(=O)NC(=S)Nc2c(O)cccn2,6TBE_P,352.2,20,2.7,74.3,1.5,5,-7.383,-8.385,-8.287,-0.419,74.3,3.0,3.0,-3.76,ExpressPick,352,3.1701639971413416,1.6008444984392187
chembridge-fragment-library-part1-exp-2024-06,21370,1,Fc1ccc2c([C@@](O)([C@H]3C(=O)Nc4ccccc43)C(=O)N2)c1,6TBE_P,298.3,22,2.4,78.4,1.1,2,-7.382,-5.314,-6.637,-0.242,78.4,3.0,3.0,-2.1,ExpressPick,298,2.2344854592933707,1.774874114856153
chembridge-fragment-library-part1-exp-2024-06,19316,1,Brc1ccc(NC(=O)C[C@@H]2C(=O)N3C(S2)=NCC3)cc1,6TBE_P,354.2,20,2.2,61.8,2.3,3,-7.381,-6.431,-7.137,-0.322,61.8,3.0,1.0,-3.31,ExpressPick,354,2.504701347019133,0.2976371228941725
chembridge-fragment-library-part1-exp-2024-06,22540,1,COc1ccc2c(sc(NCc3ccncc3)n2)c1,6TBE_P,271.3,19,3.3,47.0,2.8,4,-7.378,-5.761,-6.587,-0.303,47.0,3.0,1.0,-2.34,ExpressPick,271,1.6819098992514847,-0.566898578276079
chembridge-fragment-library-part1-exp-2024-06,22700,1,Fc1ccc(CNC(=O)c2ccc3c(nccn3)c2)cc1,6TBE_P,281.3,21,3.0,54.9,2.3,3,-7.378,-5.779,-6.88,-0.275,54.9,3.0,1.0,-3.64,ExpressPick,281,1.9934260856347592,-0.24071291065142764
chembridge-fragment-library-part1-exp-2024-06,13072,1,Fc1ccccc1/C=C/C2=Nc3ccccc3C(=O)N2,6TBE_P,266.3,20,3.5,41.5,0.5,2,-7.375,-6.184,-7.353,-0.309,45.8,2.0,1.0,-3.48,ExpressPick,266,1.162838890487019,-1.5642565282953957
chembridge-fragment-library-part2-cl-2024-06,2594,1,O=C(N[C@H](c1nnc(s1)N)C)C2Cc3ccccc3C2,6TBE_P,288.4,20,1.7,80.9,3.2,3,-7.375,-6.785,-7.667,-0.339,80.9,3.0,2.0,-2.48,1101,CORE,1.7272459924395756,1.8392247863562996
chembridge-fragment-library-part1-exp-2024-06,22598,1,Brc1ccc(C2=C(C(=O)N3C(SCCC3)=N2)C#N)cc1,6TBE_P,348.2,20,3.1,56.5,0.8,1,-7.367,-6.33,-7.172,-0.317,58.7,3.0,0.0,-3.86,ExpressPick,348,2.2772452641059333,-0.9698663406620477
chembridge-fragment-library-part1-exp-2024-06,14638,1,Brc1ccccc1C(=O)Nc2c(O)ccc(c2)C,6TBE_P,306.2,18,3.8,49.3,1.0,3,-7.362,-6.618,-7.094,-0.368,49.3,2.0,2.0,-3.87,ExpressPick,306,1.6333069722978197,-0.9340762752389353
chembridge-fragment-library-part2-cl-2024-06,7545,1,OCCN1CCc2c(nn(c2-c3ccccc3)C)CC1,6TBE_P,271.4,20,1.9,41.3,4.2,4,-7.362,-7.055,-7.116,-0.353,41.3,3.0,1.0,-2.09,1204,CORE,1.3469075601770286,-0.05412892841154176
chembridge-fragment-library-part1-exp-2024-06,16960,1,Brc1cncc(C(=O)NC(=S)Nc2cnccc2)c1,6TBE_P,337.2,19,2.4,66.9,1.0,4,-7.357,-6.531,-7.343,-0.344,66.9,3.0,2.0,-3.15,ExpressPick,337,2.407834967530775,0.9747416124167407
chembridge-fragment-library-part1-exp-2024-06,18522,1,Fc1ccc(/C=C/C(=O)Nc2cc(on2)C)cc1,6TBE_P,246.2,18,2.4,55.1,0.8,3,-7.355,-6.8,-7.962,-0.378,55.1,3.0,1.0,-3.44,ExpressPick,246,0.7552840611890799,0.17421258078070645
chembridge-fragment-library-part2-cl-2024-06,2908,1,Oc1cccc(-c2c3cccnc3ccn2)c1,6TBE_P,222.2,17,3.0,46.0,0.7,2,-7.355,-5.326,-6.574,-0.313,46.0,3.0,1.0,-1.74,1109,CORE,0.14646271048681517,-0.468626168052196
chembridge-fragment-library-part1-exp-2024-06,8304,1,Brc1cccc([C@H]2N[C@H](CS2)C(O)=O)c1,6TBE_P,288.2,15,2.3,49.3,1.8,3,-7.354,-7.635,-8.016,-0.509,49.3,3.0,2.0,-3.77,ExpressPick,288,0.5506098791916118,0.4744560497038516
chembridge-fragment-library-part1-exp-2024-06,16990,1,Brc1cncc(C(=O)NC(=S)Nc2ccc(O)cc2C)c1,6TBE_P,366.2,21,3.1,74.3,1.5,5,-7.353,-7.511,-8.172,-0.358,74.3,3.0,3.0,-3.02,ExpressPick,366,3.679416236705627,1.3572019435622489
chembridge-fragment-library-part1-exp-2024-06,23020,1,Brc1ccc2c(c(Nc3cc(ccc3O)C)ncn2)c1,6TBE_P,330.2,20,4.2,58.0,1.0,3,-7.351,-5.723,-6.698,-0.286,58.0,3.0,2.0,-1.61,ExpressPick,330,2.818453443363892,-0.33584028475253497
chembridge-fragment-library-part1-exp-2024-06,15532,1,Brc1ccccc1C(=O)NC(=S)Nc2ccccc2OC,6TBE_P,365.2,21,3.7,50.4,1.5,5,-7.332,-7.051,-7.775,-0.336,50.4,2.0,2.0,-4.14,ExpressPick,365,3.359201147285514,-0.8508629945346694
chembridge-fragment-library-part1-exp-2024-06,16084,1,Brc1ccccc1C(=O)NC(=S)Nc2c(O)ccc(c2)C,6TBE_P,365.2,21,3.7,61.4,1.5,5,-7.322,-8.208,-8.276,-0.391,61.4,2.0,3.0,-3.44,ExpressPick,365,3.4692557131082413,0.029259174301031168
chembridge-fragment-library-part1-exp-2024-06,23776,1,Fc1cccc(N2C(=O)NC(=O)C=C2N)c1,6TBE_P,221.2,16,0.9,75.4,0.3,1,-7.321,-4.899,-6.177,-0.306,80.9,2.0,2.0,-1.72,ExpressPick,221,-0.9050405805466903,1.5282895254553592
chembridge-fragment-library-part1-exp-2024-06,18498,1,Fc1cc(F)ccc1NC(=O)[C@@H]2COc3ccccc3O2,6TBE_P,291.3,21,3.3,47.6,1.7,2,-7.308,-6.77,-7.87,-0.322,47.6,3.0,1.0,-3.55,ExpressPick,291,1.9265798177550864,-0.7370824980826597
chembridge-fragment-library-part2-cl-2024-06,6829,1,O[C@@H]1CN(C[C@@]12[C@@H]([C@H]2c3ccccc3)CO)c4cnccn4,6TBE_P,297.4,22,1.8,69.5,3.8,5,-7.308,-6.905,-7.518,-0.314,69.5,4.0,2.0,-1.74,1210,CORE,2.804037606399244,2.0449594208964266
chembridge-fragment-library-part1-exp-2024-06,9800,1,Fc1ccccc1NC(=O)c2ccc3c(nc[nH]3)c2,6TBE_P,255.3,19,3.2,57.8,0.5,2,-7.307,-5.199,-6.31,-0.274,57.8,2.0,2.0,-2.98,ExpressPick,255,0.8962364601523971,-0.3111506178105031
chembridge-fragment-library-part1-exp-2024-06,22996,1,Brc1cnc2cc(nn2c1)C(=O)Nc3ccc(F)cc3F,6TBE_P,353.1,21,3.6,59.3,0.5,2,-7.305,-6.432,-7.513,-0.306,59.3,3.0,1.0,-3.93,ExpressPick,353,2.9283191788463494,-0.591150003353067
chembridge-fragment-library-part2-cl-2024-06,3702,1,Clc1c(F)ccc(C(=O)NC[C@H](O)c2cnccc2)c1,6TBE_P,294.7,20,3.0,62.2,4.3,5,-7.304,-7.678,-8.388,-0.384,62.2,3.0,2.0,-1.95,1101,CORE,2.4371718055251064,0.6293655431400487
chembridge-fragment-library-part2-cl-2024-06,4896,1,Fc1ccc(-c2cnc3cnccn32)c4c1cccn4,6TBE_P,264.3,20,3.4,43.1,0.5,1,-7.303,-5.711,-6.845,-0.286,43.1,3.0,0.0,-2.82,1109,CORE,1.1843213189913455,-1.4468551962268363
chembridge-fragment-library-part1-exp-2024-06,19606,1,Brc1cc(ccc1NC(=S)NC(=O)c2cnccc2)C,6TBE_P,350.2,20,3.4,54.0,1.0,4,-7.297,-7.232,-7.943,-0.362,54.0,2.0,2.0,-4.93,ExpressPick,350,2.706926683497674,-0.5968437117214469
chembridge-fragment-library-part2-cl-2024-06,4846,1,O[C@H](Cn1ccnc1C2=Cc3ccccc3N(C2=O)C)C,6TBE_P,283.3,21,2.2,58.4,3.0,4,-7.296,-5.617,-6.383,-0.267,60.1,3.0,1.0,-2.26,1105,CORE,1.9960426121748718,0.35944492994747096
chembridge-fragment-library-part1-exp-2024-06,28218,1,Brc1cc(NC(=O)c2ccccc2C(O)=O)cc(Cl)c1N,6TBE_P,369.6,21,3.7,92.4,1.0,4,-7.295,-7.373,-8.445,-0.351,92.4,3.0,3.0,-3.86,ExpressPick,370,3.9282763651029025,1.610986737165
chembridge-fragment-library-part2-cl-2024-06,6983,1,Oc1cccc(Cn2ccnc2-c3cccc4ccnn43)c1,6TBE_P,290.3,22,3.0,55.3,2.5,4,-7.295,-5.644,-6.204,-0.257,55.3,3.0,1.0,-2.45,1105,CORE,2.517194415326458,-0.18791398503463558
chembridge-fragment-library-part1-exp-2024-06,8574,1,Brc1ccc(cc1)C(=O)N/N=C/c2ccccc2O,6TBE_P,319.2,19,3.0,61.7,1.5,4,-7.294,-7.16,-7.122,-0.377,61.7,3.0,2.0,-3.49,ExpressPick,319,2.32651779421005,0.5132111235330903
chembridge-fragment-library-part1-exp-2024-06,7936,1,Fc1ccc(/C=C/2C(=O)n3c(S2)nc4ccccc43)cc1,6TBE_P,296.3,21,4.2,34.9,0.3,1,-7.289,-6.268,-7.448,-0.298,34.4,3.0,0.0,-3.77,ExpressPick,296,1.9551347196479245,-2.218316831182946
chembridge-fragment-library-part2-cl-2024-06,178,1,Fc1cccnc1-c2nccn2[C@@H]3c4ccccc4C[C@@H]3O,6TBE_P,295.3,22,3.2,50.9,1.1,3,-7.289,-6.205,-7.368,-0.282,50.9,3.0,1.0,-2.28,1105,CORE,2.3886917855643492,-0.5215276615037311
chembridge-fragment-library-part1-exp-2024-06,15878,1,O=C1[C@H]2[C@H]3C=C[C@@H]([C@]2(C(=O)N1c4ccc(O)cc4)C)C3,6TBE_P,269.3,20,1.9,57.6,1.0,2,-7.281,-5.706,-6.727,-0.285,57.6,3.0,1.0,-1.6,ExpressPick,269,1.0984818914708556,0.3905668230421895
chembridge-fragment-library-part1-exp-2024-06,17856,1,Fc1ccc(C(=O)NC2=CN=C3C=CC(=CN3C2=O)C)cc1,6TBE_P,297.3,22,2.1,61.8,0.5,2,-7.273,-5.548,-7.088,-0.252,63.5,3.0,1.0,-2.84,ExpressPick,297,1.9640374435669241,0.36177742749396197
chembridge-fragment-library-part1-exp-2024-06,11896,1,Brc1cc2C(=O)N(O)C(=O)c3cccc(c32)c1,6TBE_P,292.1,17,2.7,57.6,1.0,1,-7.268,-6.291,-6.896,-0.37,57.6,3.0,0.0,-4.76,ExpressPick,292,0.857222497342622,-0.589335383225836
chembridge-fragment-library-part1-exp-2024-06,17746,1,Fc1ccc(C(=O)NC2=CN=C3N(C=CS3)C2=O)cc1,6TBE_P,289.3,20,1.9,61.8,0.5,2,-7.268,-5.325,-6.922,-0.266,63.5,3.0,1.0,-2.16,ExpressPick,289,1.3948166342092145,0.5026242681525295
chembridge-fragment-library-part1-exp-2024-06,23614,1,O=C1[C@@H]2[C@H](N(N[C@H]2c3ccc(O)cc3)C)C(=O)N1,6TBE_P,247.3,18,-0.5,81.7,1.0,2,-7.268,-5.899,-7.044,-0.328,81.7,3.0,3.0,-1.09,ExpressPick,247,-0.13975034279530235,3.5298423560748438
chembridge-fragment-library-part1-exp-2024-06,17000,1,S=C1Nc2ccccc2C(=O)N1Cc3ccccn3,6TBE_P,269.3,19,2.4,45.2,2.3,2,-7.266,-5.17,-6.297,-0.272,50.7,2.0,1.0,-0.847,ExpressPick,269,0.6713776192168982,-0.858290434128977
chembridge-fragment-library-part2-cl-2024-06,754,1,O=C1NN=C(N1)CNC(=O)c2csc3ccccc23,6TBE_P,274.3,19,1.3,82.6,2.3,3,-7.266,-5.969,-8.908,-0.314,90.6,3.0,3.0,-2.4,1101,CORE,1.21830552091788,2.6359388431224193
chembridge-fragment-library-part2-cl-2024-06,3248,1,Clc1c(O)cc(c(-c2cncc(n2)N)c1)C,6TBE_P,235.7,16,2.4,72.0,0.7,2,-7.263,-5.786,-6.458,-0.362,72.0,3.0,2.0,-2.21,1109,CORE,0.1950391634376375,1.2373794637298776
chembridge-fragment-library-part2-cl-2024-06,8047,1,Clc1c(F)cccc1CNC(=O)c2cccc(O)n2,6TBE_P,280.7,19,2.8,62.2,2.8,4,-7.262,-7.115,-7.958,-0.374,62.2,3.0,2.0,-2.65,1101,CORE,1.7889201808042539,0.7031434582097108
chembridge-fragment-library-part1-exp-2024-06,12266,1,Fc1cccc(NC(=O)C=2C(Oc3ccccc3C2)=O)c1,6TBE_P,283.3,21,3.0,55.4,0.5,2,-7.26,-5.803,-7.145,-0.276,59.3,3.0,1.0,-3.73,ExpressPick,283,1.8176763278849906,-0.2929853480528259
chembridge-fragment-library-part1-exp-2024-06,26962,1,Brc1ccc(NC(=O)C2=CN=C3N(C=CS3)C2=O)c(F)c1,6TBE_P,368.2,21,3.0,61.8,0.5,2,-7.26,-7.418,-8.096,-0.353,63.5,3.0,1.0,-2.78,ExpressPick,368,2.942271434426587,-0.21944165411889813
chembridge-fragment-library-part1-exp-2024-06,19790,1,Brc1ccc2c([C@](O)(Cc3ccncc3)C(=O)N2)c1,6TBE_P,319.2,19,2.7,62.2,3.0,3,-7.259,-6.996,-7.416,-0.368,62.2,3.0,2.0,-2.04,ExpressPick,319,2.0250589898835125,0.6198684118357808
chembridge-fragment-library-part2-cl-2024-06,6307,1,s1cc(nc1-c2ccccc2)-c3nnc4CCOCCn34,6TBE_P,298.4,21,2.6,52.8,1.6,2,-7.258,-5.987,-6.854,-0.285,52.8,4.0,0.0,-3.35,1111,CORE,2.106965588089072,-0.13225816363508444
chembridge-fragment-library-part1-exp-2024-06,10178,1,Brc1ccc(cc1)/C=N/N=C/2NC(=O)CS2,6TBE_P,298.2,16,2.1,53.8,1.3,2,-7.257,-6.595,-7.078,-0.412,53.8,3.0,1.0,-3.0,ExpressPick,298,0.672916404833793,0.14763986084933528
chembridge-fragment-library-part1-exp-2024-06,16720,1,O=C1C=CN=C(SCc2ccc(C)cc2)N1,6TBE_P,232.3,16,2.1,41.5,3.0,3,-7.257,-7.086,-9.422,-0.443,45.8,2.0,1.0,-2.37,ExpressPick,232,-0.3284710487652646,-0.6662607079576873
chembridge-fragment-library-part2-cl-2024-06,3534,1,Oc1c2c(ccc1C(=O)N3C[C@H](CO3)C)cccn2,6TBE_P,258.3,19,2.0,62.7,1.5,3,-7.252,-5.748,-6.764,-0.303,62.7,4.0,1.0,-2.12,1101,CORE,1.3096796242978048,1.1807787819465836
chembridge-fragment-library-part2-cl-2024-06,5820,1,O[C@H]1CNC[C@H]1Cc2ccnc3ccccc32,6TBE_P,228.3,17,1.7,45.1,3.5,3,-7.251,-6.617,-7.251,-0.389,45.2,3.0,2.0,-0.533,1100,CORE,-0.03813305618608872,0.7213959287011544
chembridge-fragment-library-part1-exp-2024-06,496,1,s1c2ccccc2nc1[C@@H]3CNCCC3,6TBE_P,218.3,15,2.8,24.9,1.0,1,-7.25,-5.852,-6.528,-0.39,24.9,2.0,1.0,-1.86,ExpressPick,218,-1.0737893656786865,-1.7089346508082348
chembridge-fragment-library-part2-cl-2024-06,4144,1,Fc1ccccc1-c2nccn2[C@H](c3cnc(cc3)C)C,6TBE_P,281.3,21,4.3,30.7,2.0,3,-7.249,-6.134,-7.169,-0.292,30.7,2.0,0.0,-1.85,1105,CORE,1.9176877122546843,-2.8236203463773806
chembridge-fragment-library-part1-exp-2024-06,19506,1,Brc1ccc(o1)C(=O)Nc2c(c3CCCc3s2)C(=O)N,6TBE_P,355.2,20,2.4,85.3,0.8,3,-7.245,-8.027,-8.61,-0.401,85.3,3.0,2.0,-4.14,ExpressPick,355,2.8402813276144245,1.5122258404960265
chembridge-fragment-library-part2-cl-2024-06,3644,1,O=C(NCc1csc(n1)C)c2ccn3c(c2)ccn3,6TBE_P,272.3,19,2.0,59.3,2.3,3,-7.245,-6.476,-7.201,-0.341,59.3,3.0,1.0,-2.29,1101,CORE,1.1939059830379763,0.471024591562301
chembridge-fragment-library-part1-exp-2024-06,23736,1,Fc1ccccc1N2C(=O)NC(=O)C=C2N,6TBE_P,221.2,16,0.9,75.4,0.3,1,-7.244,-5.185,-6.355,-0.324,80.9,2.0,2.0,-1.72,ExpressPick,221,-0.9050405805466903,1.5282895254553592
chembridge-fragment-library-part2-cl-2024-06,6721,1,Clc1c(O)cc(c(-c2cnc3c(OC)nccn32)c1)C,6TBE_P,289.7,20,3.1,59.7,1.0,3,-7.243,-6.397,-6.607,-0.32,59.7,4.0,1.0,-2.57,1218,CORE,2.234719013956285,0.43799839095591897
chembridge-fragment-library-part1-exp-2024-06,13280,1,Fc1cccc(C(=O)Nc2ccc3c(NC(=O)N3)c2)c1,6TBE_P,271.3,20,3.3,70.2,0.5,2,-7.237,-5.421,-6.86,-0.271,77.8,2.0,3.0,-2.87,ExpressPick,271,1.4556348704392055,0.5263743398369626
chembridge-fragment-library-part1-exp-2024-06,19432,1,Fc1ccc(c(NC(=O)c2ccc3c(OCO3)c2)c1)C,6TBE_P,273.3,20,3.4,47.6,0.5,2,-7.236,-5.615,-6.853,-0.281,47.6,3.0,1.0,-3.71,ExpressPick,273,1.536154266535811,-0.745224194605874
chembridge-fragment-library-part1-exp-2024-06,17874,1,Brc1ccc2c([C@](O)([C@H]3C(=O)CC[C@@H](C3)C)C(=O)N2)c1,6TBE_P,338.2,20,3.0,66.4,1.6,2,-7.228,-7.263,-10.099,-0.363,66.4,3.0,2.0,-3.63,ExpressPick,338,2.4051717594512456,0.5005686773367779
chembridge-fragment-library-part1-exp-2024-06,19856,1,Brc1ccccc1NC(=S)NC(=O)c2ccc3c(OCO3)c2,6TBE_P,379.2,22,3.4,59.6,1.0,4,-7.228,-6.228,-7.473,-0.283,59.6,3.0,2.0,-5.74,ExpressPick,379,3.7831029686150943,0.090528134709593
chembridge-fragment-library-part1-exp-2024-06,20308,1,Brc1ccc2c(c(Nc3ccccc3O)cc(n2)C)c1,6TBE_P,329.2,20,4.8,45.1,1.0,3,-7.224,-5.429,-6.552,-0.271,45.2,2.0,2.0,-2.46,ExpressPick,329,2.6082929197665066,-1.6637830540137524
chembridge-fragment-library-part1-exp-2024-06,19430,1,O=C1C=C(N=C(SCc2ccccc2C)N1)N,6TBE_P,247.3,17,1.4,67.5,3.0,3,-7.217,-6.201,-8.962,-0.365,71.8,2.0,2.0,-2.06,ExpressPick,247,0.10796747354287596,1.0658656013444312
